원본 데이터셋,원본 테이블,원본 칼럼명,스키마상의 설명,스키마 자료형,스키마 Nullable,행 수,결측 수,결측률,고유값 수,실제 값 예시,실제 Python 자료형,분류,대상 클래스,대상 속성,속성 구분,RDF 자료형,단위 또는 코드 체계,필수 여부,변환 규칙,결측치 처리,비고 및 불확실성
PREF01N001,domestic_etp,pd_curr_nm,상품통화명,text,YES,1780,3,0.1685%,2,한국원화 | 해당없음,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_divd_amt_ann,연간 추정 분배금,"numeric(28,8)",YES,1780,951,53.4270%,589,19532.29716669 | 126838.7943714 | 24356.3883696,"float,int",기준일이 있는 관측값,DistributionObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_divd_amt_pshr,"주당 분배금(원천 우선, 없으면 회당 추정)","numeric(28,8)",YES,1780,572,32.1348%,968,95.60770452 | 4883.07429167 | 15708.22882934,"float,int",기준일이 있는 관측값,DistributionObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_base_dt,분배정보 기준일,text,YES,1780,572,32.1348%,1,20260822,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_cycl,분배주기(A/Q/M/S),text,YES,1780,572,32.1348%,4,Q | A | M,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_inc_dist,원천 성과배분/분배금,"numeric(28,8)",YES,1780,1780,100.0000%,0,,,기준일이 있는 관측값,DistributionObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_nav,분배금 계산 기준 NAV,"numeric(28,8)",YES,1780,572,32.1348%,1208,9369.63 | 11370.59 | 10180.33,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_pay_cnt,연간 지급횟수,"numeric(28,0)",YES,1780,572,32.1348%,4,4 | 1 | 12,int,기준일이 있는 관측값,DistributionObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,연간 지급횟수; pd_dvid_base_dt 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_pay_months,분배 지급월,text,YES,1780,572,32.1348%,15,"January,April,July,October | December | January,February,March,April,May,June,July,August,September,October,November,December",str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_prc_base_dt,분배금 계산 NAV 기준일,text,YES,1780,572,32.1348%,31,20260820 | 20260707 | 20260421,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_tax_basis,분배 과세기준,text,YES,1780,572,32.1348%,1,Gross,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_dvid_yield,연환산 분배수익률,"numeric(28,8)",YES,1780,572,32.1348%,967,0.040816 | 1.717791 | 1.542998,"float,int",기준일이 있는 관측값,YieldObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_exg_mkt_cd,거래소코드,text,NO,1780,3,0.1685%,1,EXG_MKT_NO_001,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존; 스키마 Nullable=NO와 실제 결측 3건 충돌,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_exg_mkt_nm,거래소명,text,YES,1780,3,0.1685%,1,유가증권,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_grp_no,상품군종류,text,YES,1780,0,0.0000%,2,ETF | ETN,str,코드 또는 분류 개념,ExchangeTradedProduct,sourceProductKind,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),실제 ETF/ETN 값으로 rdf:type을 결정하고 원본 값도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_isin_cd,Refinitiv ISIN,text,YES,1780,572,32.1348%,1208,KR70000Z0003 | KR70005C0005 | KR70007F0000,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=ISIN; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_itm_no,상품번호,text,NO,1780,0,0.0000%,1780,KR70000Z0003 | KR70005C0005 | KR70007F0000,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,필수,identifierType=SOURCE_ID (ISIN-shaped); 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_itm_no_ma,상품번호_미래에셋,text,NO,1780,0,0.0000%,1780,A0000Z0 | A0005C0 | A0007F0,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,필수,identifierType=MA_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_lst_stk_cnt,상품상장주식수,"numeric(28,2)",YES,1780,0,0.0000%,688,5850000 | 650000 | 54270000,int,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,COUNT,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_lste_dt,상품거래종료일자,text,YES,1780,3,0.1685%,91,99991231 | 20251218 | 20260707,str,상품의 직접 속성,Listing,listingEndDate,DataProperty,xsd:date,스키마에 명시 없음,조건부,99991231은 SENTINEL assertion과 NO_KNOWN_END_DATE 상태로 보존하되 실제 종료일이나 active=true 근거로 생성하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_lstg_dt,상품거래가능일자,text,YES,1780,3,0.1685%,612,20241224 | 20250114 | 20250211,str,상품의 직접 속성,Listing,listingStartDate,DataProperty,xsd:date,스키마에 명시 없음,조건부,YYYYMMDD를 검증 변환하고 10001231 sentinel 및 malformed 날짜는 raw assertion만 보존하며 canonical 날짜를 생성하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_mkt_id,상품거래시장코드,text,YES,1780,3,0.1685%,1,STK,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_mkt_nm,상품거래시장,text,YES,1780,3,0.1685%,1,유가증권,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_net_tamt,순자산총액,"numeric(28,2)",YES,1780,182,10.2247%,1595,57040533390 | 7413758805 | 554311492648,int,기준일이 있는 관측값,AUMObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_nm,상품명,text,YES,1780,0,0.0000%,1780,KB RISE 바이오TOP10액티브증권상장지수투자신탁(주식) | KB RISE 미국S&P500엔화노출증권상장지수투자신탁(주식-파생형)(합성 H) | 삼성 KODEX 27-12 회사채(AA-이상)액티브증권상장지수투자신탁[채권],str,상품의 직접 속성,FinancialProduct,productName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_pen_risk_nm,연금거래위험구분,text,YES,1780,0,0.0000%,3,위험자산 | N | 안전자산,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_pen_tr_yn,연금거래가능여부,text,YES,1780,0,0.0000%,2,Y | N,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_ric,Refinitiv RIC,text,YES,1780,572,32.1348%,1208,0000Z0.KS | 0005C0.KS | 0007F0.KS,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=RIC; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_risk_cd,상품등급코드,text,YES,1780,0,0.0000%,6,PD_RISK_GCD_12 | PD_RISK_GCD_15 | PD_RISK_GCD_14,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_risk_nm,상품등급명,text,YES,1780,0,0.0000%,6,높은위험(2등급) | 낮은위험(5등급) | 보통위험(4등급),str,관계,RiskGrade,hasRiskGrade,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_sale_yn,상품판매여부,text,YES,1780,0,0.0000%,2,1 | 0,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_sect_cd,ETF 섹터코드,text,YES,1780,182,10.2247%,5,2 | 3 | 8,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_spac_yn,SPAC 여부,text,YES,1780,182,10.2247%,1,N,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_stk_cnt,상장주식수,"numeric(28,2)",YES,1780,182,10.2247%,661,5850000 | 650000 | 54270000,int,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_ticker,Refinitiv 티커,text,YES,1780,572,32.1348%,1208,0000Z0 | 0005C0 | 0007F0,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=TICKER; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_tr_yn,상품거래정지혀부,text,YES,1780,3,0.1685%,2,0 | 1,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ref_ast_type,refinitiv 자산유형,text,YES,1780,572,32.1348%,7,Equity | Bond | Mixed Assets,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ref_base_dt,refinitiv 기준일,text,YES,1780,572,32.1348%,1,20260822,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ref_base_index,refinitiv 벤치마크,text,YES,1780,572,32.1348%,905,KRX Bio TOP 10 KRW | S&P 500 Daily JPY Hedged CR | KAP 27-12 Corporate Bond TR (AA- or higher),str,관계,Index,tracks,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ref_fund_mgmt_co,refinitiv 운용사,text,YES,1780,572,32.1348%,29,KB Asset Ltd | Samsung Asset Management Co Ltd | IM Asset Investment & Management Co Ltd,str,관계,AssetManager,managedBy,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ref_geo_focus,refinitiv 투자지역,text,YES,1780,572,32.1348%,23,Korea | United States of America | Global,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ru_mkt_price,현재가,"numeric(28,2)",YES,1780,4,0.2247%,1438,9050 | 11250 | 10185,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,실시간/현재가; 원천에 시각이 없으면 날짜·시간을 추정하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,ru_mkt_volume,거래량,"numeric(28,2)",YES,1780,4,0.2247%,1312,346324 | 909 | 54905,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,wu_core_yn,핵심ETF여부,text,YES,1780,0,0.0000%,2,N | Y,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,wu_inv_ast_type,투자자산군,text,YES,1780,0,0.0000%,9,주식 | 채권 | 혼합자산,str,관계,AssetType,hasAssetType,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,wu_inv_rgn,투자지역,text,YES,1780,0,0.0000%,11,국내 | 미국 | 글로벌,str,관계,Region,investsInRegion,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,wu_upt_dt,주간갱신일자,text,YES,1780,4,0.2247%,1,20260821,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_base_index,기초지수,text,YES,6037,11,0.1822%,1850,Index is not provided by Management Company | MSCI AC World ex USA NR USD | Russell 1000 Growth TR,str,관계,Index,tracks,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,실제 이름은 VALID exact relation; Management Company 미제공은 SOURCE_NOT_PROVIDED; Lipper DB 미등록은 VENDOR_NOT_AVAILABLE; placeholder raw는 보존하고 normalized Index 이름 및 entity/relation은 생성하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_charge_rt,연간보수율,"numeric(18,6)",YES,6037,0,0.0000%,130,0.09 | 0.54 | 0.39,"float,int",기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),보수율; text 타입은 decimal 파싱 성공 시에만 관측값 생성,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_etn_yn,ETN 여부,text,YES,6037,5972,98.9233%,1,Y,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_fund_mgmt_co,운용사,text,YES,6037,12,0.1988%,382,Empowered Funds LLC | FCF Advisors LLC | American Century Investment Management Inc,str,관계,Organization,managedBy/issuedBy,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,"원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지; ETF는 AssetManager/managedBy, ETN은 Issuer/issuedBy",노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_index_repl_mthd,인덱스 복제방법,text,YES,6037,3630,60.1292%,4,Full | Optimized | Swap,str,상품의 직접 속성,ExchangeTradedProduct,replicationMethod,DataProperty,xsd:string,스키마에 명시 없음,조건부,실제 명시값만 사용; 결측은 UNKNOWN 개체로 치환하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_index_tracking_yn,인덱스 추적 여부,text,YES,6037,3630,60.1292%,1,Y,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_inverse_short_yn,인버스 또는 숏 여부,text,YES,6037,5854,96.9687%,1,Y,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_lev_fector,배수,"numeric(18,6)",YES,6037,5136,85.0754%,11,2 | -2 | 3,"float,int",상품의 직접 속성,ExchangeTradedProduct,leverageFactor,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,명시값만 decimal로 변환; 결측에서 배수를 추론하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,cu_strtegy,운용전략,text,YES,6037,11,0.1822%,5943,"The Fund seeks to achieve long-term capital appreciation. Under normal circumstances, at least 80% of the Funds net assets will be invested in the equity securi | The Fund seeks to generate long-term returns in excess of the total return of the S&P Developed ex-US BMI Index, with similar volatility to that Index. The Fund | The Fund seeks capital appreciation. Under normal market conditions, the fund will invest at least 80% of its assets in securities of large capitalization compa",str,상품의 직접 속성,ExchangeTradedProduct,strategyDescription,DataProperty,xsd:string,스키마에 명시 없음,조건부,원문을 보존하고 요약값으로 대체하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
